identifier,A_total_imports,A_dangerous_imports_count,A_has_os_import,A_has_subprocess_import,A_has_socket_import,A_functions_defined,A_functions_called_count,A_dangerous_calls_count,A_unique_functions,A_function_density,A_file_operations_count,A_network_operations_count,A_process_spawning_count,A_code_execution_count,A_has_api_abuse,A_dynamic_types_count,A_type_confusion_risk,A_has_dynamic_operations,A_tainted_flows_count,A_sink_locations_count,A_has_tainted_sink,A_cyclomatic_complexity,A_max_nesting_depth,A_lines_of_code,A_complexity_per_line,B_avg_string_entropy,B_max_string_entropy,B_high_entropy_count,B_base64_count,B_hex_string_count,B_unicode_escape_count,B_encoded_payload_count,B_staged_execution_count,B_dynamic_import_count,B_runtime_code_gen_count,B_time_check_count,B_trigger_condition_count,B_obfuscation_method_count,B_has_identifier_obfuscation,B_anti_debug_count,B_anti_vm_count,B_env_check_count,B_total_obfuscation_score,B_total_evasion_score,B_total_logic_bomb_score,C_total_api_calls,C_unique_api_calls,C_max_call_depth,C_api_sequence_score,C_suspicious_sequence_count,C_has_suspicious_sequence,C_control_flow_complexity,C_max_nesting_depth,C_matched_signature_count,C_max_signature_confidence,C_file_and_network,C_crypto_and_network,C_persistence_behavior,C_data_exfil_behavior,C_total_behavioral_risk,label,source,package_name
vyepr,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,vyepr
vyperr,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,vyperr
vypper,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.709061902209305,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,vypper
vypre,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.6551431436327353,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,vypre
vyyper,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,vyyper
wadokwaokda,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.013185254711133,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,wadokwaokda
warprnnt-pytorch,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.063159577744915,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,warprnnt-pytorch
wbesocket-client,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.604562240503247,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,wbesocket-client
wbesockets,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.324201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,wbesockets
wbsocket-client,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.616682356931447,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,wbsocket-client
we3,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,we3
web-requests-autmoation,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.3249633748063943,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,web-requests-autmoation
web3toolkit-base,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2919050774694365,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,web3toolkit-base
web3toolz,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,web3toolz
webbsocket-client,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.590648259100491,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,webbsocket-client
webbsockets,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,3.9252120917675715,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,webbsockets
webocket-client,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2369435147777086,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,webocket-client
webosckets,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.471839381446392,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,webosckets
webscket-client,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.061630210305861,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,webscket-client
websckets,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,websckets
webscoket-client,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2801099602481325,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,webscoket-client
webscokets,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.324201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,webscokets
websoccket-client,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.568445685507448,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,websoccket-client
websocckets,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.320225595718564,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websocckets
websocekt-client,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.5896468246845794,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websocekt-client
websocet-client,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.524852773525998,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websocet-client
websockeet-client,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.262300199546728,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,websockeet-client
websockeets,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.1174733917339124,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,websockeets
websockes,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websockes
websocket-cclient,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.5939616709146813,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,websocket-cclient
websocket-cient,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2369435147777086,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,websocket-cient
websocket-cleint,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.269340540356999,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,websocket-cleint
websocket-clien,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.281046268002175,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,websocket-clien
websocket-cliennt,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.605062957711203,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,websocket-cliennt
websocket-cliet,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.5721652149239564,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,websocket-cliet
websocket-clietn,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2801099602481325,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,websocket-clietn
websocket-clinet,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.104826244411582,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websocket-clinet
websocket-clint,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.616682356931447,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,websocket-clint
websocket-cllient,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.105493867355523,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websocket-cllient
websocket-lcient,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.6450013094356746,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websocket-lcient
websocket-lient,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.60549854825729,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,websocket-lient
websockett-client,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.5939616709146813,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,websockett-client
websockket-client,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.105493867355523,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websockket-client
websockkets,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.134629925873991,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,websockkets
websockte-client,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.6450013094356746,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websockte-client
websocktes,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.1473871011912773,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,websocktes
websockts,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.4308296010599815,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websockts
websokcet-client,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.5896468246845794,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,websokcet-client
websoket-client,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.281046268002175,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,websoket-client
websokets,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,websokets
websoocket-client,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2806106774560884,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,websoocket-client
websoockets,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,3.9252120917675715,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,websoockets
webssocket-client,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.605062957711203,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,webssocket-client
wec3,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,wec3
weebsocket-client,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.262300199546728,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,weebsocket-client
weg3,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.709061902209305,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,weg3
wesbocket-client,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.269340540356999,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,wesbocket-client
wesbockets,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.324201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,wesbockets
wesocket-client,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.247712934668842,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,wesocket-client
wesockets,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.709061902209305,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,wesockets
whoisbuild,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.1866176813001434,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,whoisbuild
winrpcexploit,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.5895442103367476,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,winrpcexploit
woowoowo,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,woowoowo
wordsdict,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.709061902209305,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,wordsdict
worldnex,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,worldnex
wwebsocket-client,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.2806106774560884,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,wwebsocket-client
xamp,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.709061902209305,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,xamp
xboxkeyauth,3,1,True,False,False,1,4,0,3,0.027777777777777776,0,3,0,0,False,0,0,False,0,0,False,2,0,36,0.05555555555555555,3.5607607169293307,3.9873261452560076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1,20.0,2,1,1,1,0,0.0,0,0,0,0,20,1,malicious,xboxkeyauth
xboxlivepy,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.197387101191277,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,xboxlivepy
xboxredeemer,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.0523762827585923,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,xboxredeemer
xcryptography,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2158609717289615,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,xcryptography
xgoogle-cloud-core,2,0,False,False,False,0,3,2,3,0.0,0,0,0,2,False,0,1,False,0,0,False,1,0,29,0.034482758620689655,4.010528067854092,5.135185083865586,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,3,3,3,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,xgoogle-cloud-core
xgoogle-cloud-storage,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.612850829988866,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,xgoogle-cloud-storage
xhttpsp,2,0,False,False,False,1,4,0,4,0.03225806451612903,0,0,0,0,False,0,0,False,0,0,False,2,1,31,0.06451612903225806,3.7264741182543757,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.0,0,0,1,1,1,0.4,0,0,0,0,20,1,malicious,xhttpsp
xlibrary,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.2081808767710718,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,xlibrary
xllsxwriter,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.134629925873991,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,xllsxwriter
xlssxwriter,2,0,False,False,False,1,3,0,3,0.03125,0,0,0,0,False,0,0,False,0,0,False,1,0,32,0.03125,3.145399345765125,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.0,0,0,0,0,1,0.4,0,0,0,0,20,1,malicious,xlssxwriter
xlswxriter,2,1,True,False,False,1,2,0,2,0.03125,0,0,0,0,False,0,0,False,0,0,False,2,1,32,0.0625,3.1366176813001436,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.0,0,0,1,1,0,0.0,0,0,0,0,0,1,malicious,xlswxriter
xlsxriter,2,1,False,True,False,1,2,0,2,0.03333333333333333,0,0,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.709061902209305,4.021928094887363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,xlsxriter
xlsxrwiter,2,2,False,True,True,1,1,0,1,0.03333333333333333,0,1,0,0,False,0,0,False,0,0,False,1,0,30,0.03333333333333333,3.324201106570869,3.7264741182543757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,malicious,xlsxrwiter
